Band,Category,Question
Band 3A,Self evaluation Accountability & Ownership,"How often do you inspire others by consistently honoring your commitments?"
Band 3A,Self evaluation Accountability & Ownership,"How often do you reinforce a culture of accountability in your team by leading through example?"
Band 3A,Self evaluation Accountability & Ownership,"Do I consistently drive accountability beyond myself, to my team’s outcomes?"
Band 3A,Self evaluation Accountability & Ownership,"Do I highlight and mitigate risks early?"
Band 3A,Self evaluation Accountability & Ownership,"Do I role-model accountability even when mistakes happen?"
Band 3A,Self evaluation Accountability & Ownership,"Do I reinforce high standards in every deliverable?"
Band 3A,Self evaluation Adaptability & Learning Agility,"When team priorities shift, how often do you help the group refocus quickly?"
Band 3A,Self evaluation Adaptability & Learning Agility,"How often do you stay calm and constructive when unexpected changes occur?"
Band 3A,Self evaluation Adaptability & Learning Agility,"How often do you adjust your work style when project conditions change?"
Band 3A,Self evaluation Adaptability & Learning Agility,"How often do you reassure teammates and help them adapt during shifts?"
Band 3A,Self evaluation Adaptability & Learning Agility,"How often do you turn uncertainty into an opportunity for learning?"
Band 3A,Self evaluation Adaptability & Learning Agility,"How often do you proactively seek new knowledge or skills relevant to your role?"
Band 3A,Self evaluation Adaptability & Learning Agility,"How often do you apply lessons from one project to a new situation?"
Band 3A,Self evaluation Adaptability & Learning Agility,"How often do you share new knowledge with your team to help them adapt?"
Band 3A,Self evaluation Adaptability & Learning Agility,"How often do you make real-time adjustments to your approach when a situation changes unexpectedly?"
Band 3A,Self evaluation Adaptability & Learning Agility,"How often do you learn from observing how others adapt to challenges?"
Band 3A,Self evaluation Adaptability & Learning Agility,"How often do you suggest new approaches when old ones are not working?"
Band 3A,Self evaluation Adaptability & Learning Agility,"How often do you try pilot solutions before scaling them across the team?"
Band 3A,Self evaluation Adaptability & Learning Agility,"How often do you encourage teammates to test small improvements?"
Band 3A,Self evaluation Adaptability & Learning Agility,"How often do you learn from failed experiments instead of avoiding risk?"
Band 3A,Self evaluation Adaptability & Learning Agility,"How often do you adapt your methods to better suit different situations?"
Band 3A,Self evaluation Adaptability & Learning Agility,"How often do you adjust your collaboration style depending on who you are working with?"
Band 3A,Self evaluation Adaptability & Learning Agility,"How often do you help hybrid or remote teammates stay included during transitions?"
Band 3A,Self evaluation Adaptability & Learning Agility,"How often do you support others in adjusting to shifting team structures or processes?"
Band 3A,Self evaluation Adaptability & Learning Agility,"How often do you encourage flexibility in team routines to match current needs?"
Band 3A,Self evaluation Adaptability & Learning Agility,"How often do you align your work practices with evolving team goals?"
Band 3A,Self evaluation Adaptability & Learning Agility,"How often do you maintain motivation even when things do not go as planned?"
Band 3A,Self evaluation Adaptability & Learning Agility,"How often do you treat feedback as an opportunity to grow instead of criticism?"
Band 3A,Self evaluation Adaptability & Learning Agility,"How often do you consciously update your long-term approach based on lessons learned from past experiences?"
Band 3A,Self evaluation Adaptability & Learning Agility,"How often do you encourage teammates to persist through challenges?"
Band 3A,Self evaluation Adaptability & Learning Agility,"How often do you demonstrate optimism when faced with uncertainty?"
Band 3A,Self evaluation Adaptability & Learning Agility,"Do I help teammates adjust during transitions, or only myself?"
Band 3A,Self evaluation Adaptability & Learning Agility,"Do I turn setbacks into learning opportunities?"
Band 3A,Self evaluation Adaptability & Learning Agility,"Do I flex my style depending on colleagues and contexts?"
Band 3A,Self evaluation Adaptability & Learning Agility,"Do I treat feedback as growth fuel?"
Band 3A,Self evaluation Communication,"When discussions drift, how often do you guide the group back toward clear outcomes?"
Band 3A,Self evaluation Communication,"How often do you structure conversations as problem → options → decision to create shared clarity?"
Band 3A,Self evaluation Communication,"How often do you balance airtime so quieter or junior voices are heard equally?"
Band 3A,Self evaluation Communication,"When disagreements arise, how often do you facilitate constructive dialogue to achieve alignment rather than debate?"
Band 3A,Self evaluation Communication,"How often do you close meetings by confirming next steps, owners, and deadlines—and ensure everyone is aligned?"
Band 3A,Self evaluation Communication,"How often do you adapt your tone and delivery effectively across formal and informal settings?"
Band 3A,Self evaluation Communication,"When presenting team updates, how often do you use examples or short stories to make the message memorable?"
Band 3A,Self evaluation Communication,"How often do you represent your team’s work confidently with managers or stakeholders?"
Band 3A,Self evaluation Communication,"When under pressure, how often do you maintain composure and communicate with clarity?"
Band 3A,Self evaluation Communication,"How often do you demonstrate professionalism in speech and writing that peers actively model after?"
Band 3A,Self evaluation Communication,"How often do you back your team’s recommendations with data or evidence?"
Band 3A,Self evaluation Communication,"How often do you explain ideas in terms of their value to customers or internal stakeholders?"
Band 3A,Self evaluation Communication,"How often do you build consensus so team actions move forward together rather than splitting views?"
Band 3A,Self evaluation Communication,"When proposing change, how often do you connect the benefits clearly to team or project outcomes?"
Band 3A,Self evaluation Communication,"How often do you manage objections calmly and turn them into constructive discussion points?"
Band 3A,Self evaluation Communication,"How often do you recap in-person discussions digitally for remote teammates to stay aligned?"
Band 3A,Self evaluation Communication,"In hybrid meetings, how often do you ensure remote colleagues’ voices are heard equally?"
Band 3A,Self evaluation Communication,"How often do you use digital tools (boards, docs, channels) to align priorities and accountability?"
Band 3A,Self evaluation Communication,"How often do you send concise written updates summarizing team progress for leaders?"
Band 3A,Self evaluation Communication,"How often do you review your written communication tone to ensure clarity and inclusivity?"
Band 3A,Self evaluation Communication,"How often do you provide feedback that is both respectful and results in measurable improvement?"
Band 3A,Self evaluation Communication,"How often do you acknowledge and celebrate contributions publicly to reinforce a positive culture?"
Band 3A,Self evaluation Communication,"How often do you model respectful disagreement so others learn how to debate constructively?"
Band 3A,Self evaluation Communication,"How often do you invite peers to share feedback on your communication to enhance your influence?"
Band 3A,Self evaluation Communication,"How often do you communicate so consistently that peers view you as a role model of Sails communication standards?"
Band 3A,Self evaluation Communication,"Do I actively steer discussions toward results, not just participation?"
Band 3A,Self evaluation Communication,"Do I adapt tone and examples to build confidence in listeners?"
Band 3A,Self evaluation Communication,"How consistently do I make remote voices heard?"
Band 3A,Self evaluation Communication,"Do I embed feedback and recognition in daily communication?"
Band 3A,Self evaluation Problem Solving & Critical Thinking,"How often do you help the team distinguish between symptoms and the actual root problem?"
Band 3A,Self evaluation Problem Solving & Critical Thinking,"When an issue arises, how often do you ask clarifying questions before suggesting solutions?"
Band 3A,Self evaluation Problem Solving & Critical Thinking,"How often do you break down complex issues into smaller, manageable parts for the team?"
Band 3A,Self evaluation Problem Solving & Critical Thinking,"In discussions, how often do you ensure the team agrees on what exactly needs solving?"
Band 3A,Self evaluation Problem Solving & Critical Thinking,"How often do you document the problem clearly before moving into solution mode?"
Band 3A,Self evaluation Problem Solving & Critical Thinking,"How often do you apply simple tools (5 Whys, cause-effect) to analyze a problem?"
Band 3A,Self evaluation Problem Solving & Critical Thinking,"How often do you compare data from multiple sources before concluding?"
Band 3A,Self evaluation Problem Solving & Critical Thinking,"How often do you question assumptions behind team proposals?"
Band 3A,Self evaluation Problem Solving & Critical Thinking,"How often do you highlight the short-term vs long-term impact of a solution?"
Band 3A,Self evaluation Problem Solving & Critical Thinking,"How often do you back up your recommendations with facts or evidence?"
Band 3A,Self evaluation Problem Solving & Critical Thinking,"How often do you bring at least two different solutions for the team to consider?"
Band 3A,Self evaluation Problem Solving & Critical Thinking,"How often do you present pros and cons for each option discussed?"
Band 3A,Self evaluation Problem Solving & Critical Thinking,"How often do you actively invite team members to contribute ideas?"
Band 3A,Self evaluation Problem Solving & Critical Thinking,"How often do you challenge “quick fixes” if they don’t solve the deeper issue?"
Band 3A,Self evaluation Problem Solving & Critical Thinking,"How often do you encourage creative or out-of-the-box suggestions within constraints?"
Band 3A,Self evaluation Problem Solving & Critical Thinking,"How often do you help the team make decisions without getting stuck in over-analysis?"
Band 3A,Self evaluation Problem Solving & Critical Thinking,"How often do you ensure potential risks are considered before a decision is made?"
Band 3A,Self evaluation Problem Solving & Critical Thinking,"How often do you clarify and document the chosen solution and agreed next steps?"
Band 3A,Self evaluation Problem Solving & Critical Thinking,"How often do you monitor early indicators to see if the chosen solution is working?"
Band 3A,Self evaluation Problem Solving & Critical Thinking,"How often do you guide the team back on track if the chosen path shows signs of failing?"
Band 3A,Self evaluation Problem Solving & Critical Thinking,"How often do you review outcomes with your team after a decision has been implemented?"
Band 3A,Self evaluation Problem Solving & Critical Thinking,"How often do you ask, “What can we learn from this?” after a project or task is completed?"
Band 3A,Self evaluation Problem Solving & Critical Thinking,"How often do you update your problem-solving approach based on past lessons?"
Band 3A,Self evaluation Problem Solving & Critical Thinking,"How often do you share key learnings from problem-solving experiences with peers?"
Band 3A,Self evaluation Problem Solving & Critical Thinking,"How often do you encourage your team to reflect on decision quality for future improvement?"
Band 3A,Self evaluation Problem Solving & Critical Thinking,"Do I help the team frame problems before jumping into solutions?"
Band 3A,Self evaluation Problem Solving & Critical Thinking,"Do I check assumptions behind my ideas?"
Band 3A,Self evaluation Problem Solving & Critical Thinking,"Do I involve others in generating and comparing solutions?"
Band 3A,Self evaluation Problem Solving & Critical Thinking,"Do I reflect on past decisions and apply lessons learned?"
Band 3A,Self evaluation Teamwork & Collaboration,"In team meetings, how often do you help set clear goals for the group?"
Band 3A,Self evaluation Teamwork & Collaboration,"How often do you restate priorities so everyone understands what matters most?"
Band 3A,Self evaluation Teamwork & Collaboration,"When tasks are unclear, how often do you clarify roles within the team?"
Band 3A,Self evaluation Teamwork & Collaboration,"How often do you guide the team toward consensus on shared goals?"
Band 3A,Self evaluation Teamwork & Collaboration,"How often do you ensure each member knows their contribution to the group outcome?"
Band 3A,Self evaluation Teamwork & Collaboration,"How often do you use tools (trackers, boards) to make team progress visible?"
Band 3A,Self evaluation Teamwork & Collaboration,"How often do you encourage teammates to document updates for group clarity?"
Band 3A,Self evaluation Teamwork & Collaboration,"When tasks are distributed, how often do you make sure responsibilities are fairly shared?"
Band 3A,Self evaluation Teamwork & Collaboration,"How often do you keep team discussions focused on decisions and actions?"
Band 3A,Self evaluation Teamwork & Collaboration,"How often do you check that commitments made in team meetings are tracked and followed up?"
Band 3A,Self evaluation Teamwork & Collaboration,"How often do you actively invite quieter teammates to share their views?"
Band 3A,Self evaluation Teamwork & Collaboration,"How often do you help a new or junior member contribute confidently in collaboration?"
Band 3A,Self evaluation Teamwork & Collaboration,"How often do you balance strong voices so others can be heard?"
Band 3A,Self evaluation Teamwork & Collaboration,"How often do you encourage diverse input from different skills within the team?"
Band 3A,Self evaluation Teamwork & Collaboration,"How often do you model inclusive behavior by acknowledging different perspectives?"
Band 3A,Self evaluation Teamwork & Collaboration,"How often do you step in to resolve disagreements constructively during teamwork?"
Band 3A,Self evaluation Teamwork & Collaboration,"How often do you mediate by bringing discussions back to facts and shared goals?"
Band 3A,Self evaluation Teamwork & Collaboration,"How often do you encourage teammates to raise concerns openly instead of hiding them?"
Band 3A,Self evaluation Teamwork & Collaboration,"How often do you create space for safe discussion so people feel comfortable sharing?"
Band 3A,Self evaluation Teamwork & Collaboration,"How often do you keep disagreements from blocking team progress?"
Band 3A,Self evaluation Teamwork & Collaboration,"How often do you remind the team of deadlines to ensure on-time delivery?"
Band 3A,Self evaluation Teamwork & Collaboration,"How often do you recognize team wins and give credit fairly to all contributors?"
Band 3A,Self evaluation Teamwork & Collaboration,"How often do you reinforce collective ownership of results instead of pointing fingers?"
Band 3A,Self evaluation Teamwork & Collaboration,"How often do you support teammates who face difficulties so delivery is not affected?"
Band 3A,Self evaluation Teamwork & Collaboration,"How often do you drive accountability for results while maintaining team morale?"
Band 3A,Self evaluation Teamwork & Collaboration,"Do I help my team align on goals and priorities?"
Band 3A,Self evaluation Teamwork & Collaboration,"Do I ensure all voices are included, especially quieter peers?"
Band 3A,Self evaluation Teamwork & Collaboration,"Do I structure collaboration so everyone is accountable?"
Band 3A,Self evaluation Teamwork & Collaboration,"Do I resolve team disagreements constructively?"
