Band,Category,Question
Band 3B,Self evaluation Accountability & Ownership,"When resources shift, how often do you re-prioritize while keeping commitments intact?"
Band 3B,Self evaluation Accountability & Ownership,"How often do you model calm and balance when delivery pressure rises?"
Band 3B,Self evaluation Accountability & Ownership,"How often do you accept responsibility for cross-team delays before blaming external factors?"
Band 3B,Self evaluation Accountability & Ownership,"How often do you redirect teams from defensiveness to joint problem-solving?"
Band 3B,Self evaluation Accountability & Ownership,"How often do you ensure functional outcomes stay on track during crisis management?"
Band 3B,Self evaluation Accountability & Ownership,"How often do you create safe spaces for teams to report issues honestly?"
Band 3B,Self evaluation Accountability & Ownership,"How often do you acknowledge transparent behaviour in public forums?"
Band 3B,Self evaluation Accountability & Ownership,"How often do you address conflicts fairly to protect mutual trust?"
Band 3B,Self evaluation Accountability & Ownership,"How often do you verify data accuracy before sharing externally?"
Band 3B,Self evaluation Accountability & Ownership,"How often do you model integrity by owning results for the entire function?"
Band 3B,Self evaluation Accountability & Ownership,"Do I make ownership visible beyond my team?"
Band 3B,Self evaluation Accountability & Ownership,"Do middle managers know what they own and what they support?"
Band 3B,Self evaluation Accountability & Ownership,"Are cross-team risks surfaced early and factually?"
Band 3B,Self evaluation Accountability & Ownership,"Do I reward transparency as much as results?"
Band 3B,Self evaluation Accountability & Ownership,"How do I personally model functional integrity?"
Band 3B,Self evaluation Communication,"When multiple teams are involved, how often do you ensure your updates reach all groups, not just your own?"
Band 3B,Self evaluation Communication,"When presenting to both technical and non-technical groups, how often do you adapt your language accordingly?"
Band 3B,Self evaluation Communication,"How often do you verify that different teams have the same understanding of a message or update?"
Band 3B,Self evaluation Communication,"How often do you proactively prevent silos by sharing your team’s progress with other groups?"
Band 3B,Self evaluation Communication,"How often do you clarify your team’s role and responsibilities within the larger project/program so others see the big picture?"
Band 3B,Self evaluation Communication,"How often do you present ideas in a way that appeals to the needs of multiple teams?"
Band 3B,Self evaluation Communication,"How often do you frame benefits in terms of shared outcomes (time saved, conflicts avoided, value created across teams)?"
Band 3B,Self evaluation Communication,"How often do you use data/examples to persuade groups who may be hesitant?"
Band 3B,Self evaluation Communication,"How often do you build alignment by encouraging agreement among diverse stakeholders?"
Band 3B,Self evaluation Communication,"How often do you respond to respectful pushback from other teams with openness instead of defensiveness?"
Band 3B,Self evaluation Communication,"When communication breaks down between teams, how often do you step in to clarify misunderstandings?"
Band 3B,Self evaluation Communication,"How often do you help teams with different goals realign toward a shared outcome?"
Band 3B,Self evaluation Communication,"How often do you keep a respectful tone even during heated discussions?"
Band 3B,Self evaluation Communication,"How often do you redirect conversations back to shared priorities instead of individual team interests?"
Band 3B,Self evaluation Communication,"How often do you facilitate consensus in cross-team forums (e.g., joint reviews, project boards)?"
Band 3B,Self evaluation Communication,"How often do you choose the right platform (chat/email/meeting) to reach multiple groups efficiently?"
Band 3B,Self evaluation Communication,"How often do you provide structured updates (bulletins, highlights) so wide audiences can quickly follow?"
Band 3B,Self evaluation Communication,"After cross-team meetings, how often do you circulate a summary of decisions to all teams involved, not just your own?"
Band 3B,Self evaluation Communication,"In hybrid or distributed forums, how often do you ensure remote colleagues are included and heard equally?"
Band 3B,Self evaluation Communication,"How often do you simplify long updates into essential highlights for multi-team visibility?"
Band 3B,Self evaluation Communication,"How often do you confidently represent your team’s perspective in multi-team forums?"
Band 3B,Self evaluation Communication,"How often do you encourage peers or juniors to present updates in cross-team settings?"
Band 3B,Self evaluation Communication,"How often do you model transparency by sharing both successes and challenges openly across functions?"
Band 3B,Self evaluation Communication,"How often do you seek feedback from other teams on whether your updates were clear and useful?"
Band 3B,Self evaluation Communication,"How often do you build a reputation as a communicator that multiple teams can rely on for clarity?"
Band 3B,Self evaluation Communication,"Do I adapt my style when addressing my team vs multiple teams?"
Band 3B,Self evaluation Communication,"Do I actively bridge misalignments between functions?"
Band 3B,Self evaluation Communication,"Do other teams see me as a collaborative bridge or just a representative of my own group?"
Band 3B,Self evaluation Communication,"Do I include remote colleagues fairly in cross-team discussions?"
Band 3B,Self evaluation Communication,"Am I trusted as a transparent and reliable communicator across groups?"
Band 3B,Self evaluation Problem Solving & Critical Thinking,"When an issue surfaces, how often do you check whether it affects other teams as well?"
Band 3B,Self evaluation Problem Solving & Critical Thinking,"How often do you gather perspectives from multiple groups before defining the problem?"
Band 3B,Self evaluation Problem Solving & Critical Thinking,"How often do you re-frame the issue so it represents shared impact rather than a team-specific one?"
Band 3B,Self evaluation Problem Solving & Critical Thinking,"How often do you validate the problem definition with all affected teams before analysis begins?"
Band 3B,Self evaluation Problem Solving & Critical Thinking,"How often do you ensure everyone agrees on one common problem statement before moving to solutions?"
Band 3B,Self evaluation Problem Solving & Critical Thinking,"How often do you facilitate root-cause analysis sessions that include inputs from several teams?"
Band 3B,Self evaluation Problem Solving & Critical Thinking,"How often do you present two or more solution options with evidence to support each?"
Band 3B,Self evaluation Problem Solving & Critical Thinking,"How often do you highlight pros/cons that reflect both business and technical implications?"
Band 3B,Self evaluation Problem Solving & Critical Thinking,"How often do you guide teams to prioritize solutions based on impact and effort jointly agreed?"
Band 3B,Self evaluation Problem Solving & Critical Thinking,"How often do you ensure every relevant team has a voice in design discussions?"
Band 3B,Self evaluation Problem Solving & Critical Thinking,"How often do you balance technical feasibility with customer or business value?"
Band 3B,Self evaluation Problem Solving & Critical Thinking,"How often do you promote creative alternatives without losing practicality?"
Band 3B,Self evaluation Problem Solving & Critical Thinking,"How often do you help multi-team groups move from debate to decision by summarizing alignment points?"
Band 3B,Self evaluation Problem Solving & Critical Thinking,"How often do you document shared design decisions for cross-team visibility?"
Band 3B,Self evaluation Problem Solving & Critical Thinking,"How often do you clarify decision rights (Decider vs Contributor vs Reviewer) early?"
Band 3B,Self evaluation Problem Solving & Critical Thinking,"How often do you summarize trade-offs so all stakeholders understand the why behind choices?"
Band 3B,Self evaluation Problem Solving & Critical Thinking,"How often do you record decisions publicly so everyone can trace rationale and accountability?"
Band 3B,Self evaluation Problem Solving & Critical Thinking,"How often do you facilitate joint post-decision reviews to capture learnings for future projects?"
Band 3B,Self evaluation Problem Solving & Critical Thinking,"How often do you ask “what if” questions to challenge assumptions in cross-team forums?"
Band 3B,Self evaluation Problem Solving & Critical Thinking,"How often do you welcome others questioning your own assumptions openly?"
Band 3B,Self evaluation Problem Solving & Critical Thinking,"How often do you balance intuition with data in multi-function discussions?"
Band 3B,Self evaluation Problem Solving & Critical Thinking,"How often do you encourage small pilots or experiments before full implementation?"
Band 3B,Self evaluation Problem Solving & Critical Thinking,"Do I frame problems so all teams see shared value in solving them?"
Band 3B,Self evaluation Problem Solving & Critical Thinking,"Do I use data openly to guide group judgment?"
Band 3B,Self evaluation Problem Solving & Critical Thinking,"Do I ensure decisions and rationale are transparent to everyone?"
Band 3B,Self evaluation Problem Solving & Critical Thinking,"Do other teams see me as a neutral, trusted problem solver?"
Band 3B,Self evaluation Teamwork & Collaboration,"When projects involve multiple teams, how often do you ensure shared objectives are clarified early?"
Band 3B,Self evaluation Teamwork & Collaboration,"How often do you highlight overlapping tasks to prevent duplication across groups?"
Band 3B,Self evaluation Teamwork & Collaboration,"How often do you help teams connect their goals to the bigger picture?"
Band 3B,Self evaluation Teamwork & Collaboration,"How often do you share knowledge/resources so other teams can avoid repeating work already done?"
Band 3B,Self evaluation Teamwork & Collaboration,"How often do you ensure interdependent deliverables are aligned and tracked across all teams?"
Band 3B,Self evaluation Teamwork & Collaboration,"How often do you set up structured spaces (joint reviews, retros, syncs) for cross-team collaboration?"
Band 3B,Self evaluation Teamwork & Collaboration,"How often do you encourage balanced contributions so no single team dominates?"
Band 3B,Self evaluation Teamwork & Collaboration,"How often do you recognize interdependencies and ensure commitments are coordinated across groups?"
Band 3B,Self evaluation Teamwork & Collaboration,"How often do you build trust between teams by promoting openness and transparency?"
Band 3B,Self evaluation Teamwork & Collaboration,"How often do you document and confirm commitments from multi-team discussions so they’re visible to all?"
Band 3B,Self evaluation Teamwork & Collaboration,"When disputes arise between teams, how often do you step in to mediate constructively?"
Band 3B,Self evaluation Teamwork & Collaboration,"How often do you refocus conflicts away from blame and toward shared outcomes?"
Band 3B,Self evaluation Teamwork & Collaboration,"How often do you clarify and correct miscommunication across teams before it escalates?"
Band 3B,Self evaluation Teamwork & Collaboration,"How often do you maintain a neutral, respectful tone while guiding teams toward resolution?"
Band 3B,Self evaluation Teamwork & Collaboration,"How often do you help teams reach compromise or a balanced solution that benefits all?"
Band 3B,Self evaluation Teamwork & Collaboration,"How often do you ensure remote/global colleagues are equally engaged in cross-team collaboration?"
Band 3B,Self evaluation Teamwork & Collaboration,"How often do you use tools (shared boards, async docs) to bridge time zones and functions?"
Band 3B,Self evaluation Teamwork & Collaboration,"After inter-team discussions, how often do you circulate updates accessible to all groups?"
Band 3B,Self evaluation Teamwork & Collaboration,"How often do you prevent one team from dominating hybrid meetings by balancing airtime?"
Band 3B,Self evaluation Teamwork & Collaboration,"How often do you create visibility into contributions from all teams so effort is fairly recognized?"
Band 3B,Self evaluation Teamwork & Collaboration,"How often do you demonstrate openness and transparency across functions?"
Band 3B,Self evaluation Teamwork & Collaboration,"How often do you encourage knowledge-sharing between teams to prevent silos?"
Band 3B,Self evaluation Teamwork & Collaboration,"How often do you mentor or support juniors in contributing to multi-team initiatives?"
Band 3B,Self evaluation Teamwork & Collaboration,"How often do you build a reputation as a trusted “bridge” across functions, not just within your team?"
Band 3B,Self evaluation Teamwork & Collaboration,"How often do you model fairness by recognizing contributions and sharing credit across teams?"
Band 3B,Self evaluation Teamwork & Collaboration,"Do I ensure shared objectives are understood across all teams?"
Band 3B,Self evaluation Teamwork & Collaboration,"Do I actively reduce duplication and inefficiency between groups?"
Band 3B,Self evaluation Teamwork & Collaboration,"Do other teams view me as a bridge-builder or only as a representative of my own team?"
Band 3B,Self evaluation Teamwork & Collaboration,"Do I promote fairness and visibility for all contributions?"
