Band,Competency,Sub_Section,Q.No,Question
Band 2A,Accountability & Ownership,Growth Through Ownership,22,"""How often do you research better ways to complete your recurring tasks?"" "
Band 2A,Accountability & Ownership,Growth Through Ownership,23,"""How often do you keep a record of your accomplishments and areas for improvement?"" "
Band 2A,Accountability & Ownership,Growth Through Ownership,24,"""How often do you suggest ways to make team reporting or tracking easier?"" "
Band 2A,Accountability & Ownership,Growth Through Ownership,25,"""How often do you document lessons from your mistakes to help others avoid them?"" "
Band 2A,Adaptability & Learning Agility,Responding to Change,1,"""When project priorities change, how often do you ask clarifying questions before acting?"" "
Band 2A,Adaptability & Learning Agility,Responding to Change,2,"""How often do you stay productive when requirements or timelines shift suddenly?"" "
Band 2A,Adaptability & Learning Agility,Responding to Change,3,"""When receiving last-minute instructions, how often do you respond constructively rather than react negatively?"" "
Band 2A,Adaptability & Learning Agility,Responding to Change,4,"""How often do you share quick digital updates (chat/email/board) to let others know how you are adapting?"" "
Band 2A,Adaptability & Learning Agility,Responding to Change,5,"""How often do you acknowledge new directions positively in team discussions?"" "
Band 2A,Adaptability & Learning Agility,Learning in Action,6,"""How often do you apply new instructions promptly with minimal delay?"" "
Band 2A,Adaptability & Learning Agility,Learning in Action,7,"""When new tools or processes are introduced, how often do you practice them willingly?"" "
Band 2A,Adaptability & Learning Agility,Learning in Action,8,"""How often do you seek peer/manager guidance to adapt faster when faced with unfamiliar changes?"" "
Band 2A,Adaptability & Learning Agility,Learning in Action,9,"""How often do you test out new approaches and share the results with your team?"" "
Band 2A,Adaptability & Learning Agility,Learning in Action,10,"""How often do you document your learnings digitally so others can benefit too?"" "
Band 2A,Adaptability & Learning Agility,Managing Emotions During Change,11,"""How often do you remain calm when sudden disruptions affect your work?"" "
Band 2A,Adaptability & Learning Agility,Managing Emotions During Change,12,"""In group or chat discussions, how often do you avoid spreading negativity during times of change?"" "
Band 2A,Adaptability & Learning Agility,Managing Emotions During Change,13,"""When faced with uncertainty, how often do you ask, “What can I do next?” instead of complaining?"" "
Band 2A,Adaptability & Learning Agility,Managing Emotions During Change,14,"""How often do you reassure or encourage teammates who feel stressed by change?"" "
Band 2A,Adaptability & Learning Agility,Managing Emotions During Change,15,"""How often do you maintain a consistent quality of work even when under pressure to adapt?"" "
Band 2A,Adaptability & Learning Agility,Flexibility in Approach,16,"""How often do you try a different way of working if your current method isn't getting results?"" "
Band 2A,Adaptability & Learning Agility,Flexibility in Approach,17,"""How often do you adjust your communication style to better suit different teammates?"" "
Band 2A,Adaptability & Learning Agility,Flexibility in Approach,18,"""When a preferred tool or process is unavailable, how often do you find a workable alternative quickly?"" "
Band 2A,Adaptability & Learning Agility,Flexibility in Approach,19,"""How often do you balance multiple small tasks effectively when plans shift throughout the day?"" "
Band 2A,Adaptability & Learning Agility,Flexibility in Approach,20,"""How often do you welcome feedback on how to be more flexible in your role?"" "
Band 2A,Adaptability & Learning Agility,Growth Mindset,21,"""How often do you treat a failed task as a learning opportunity rather than a setback?"" "
Band 2A,Adaptability & Learning Agility,Growth Mindset,22,"""How often do you set personal learning goals to keep up with team or technology changes?"" "
Band 2A,Adaptability & Learning Agility,Growth Mindset,23,"""How often do you proactively ask for more challenging work to build new skills?"" "
Band 2A,Adaptability & Learning Agility,Growth Mindset,24,"""How often do you reflect on how much you have learned over the last month?"" "
Band 2A,Adaptability & Learning Agility,Growth Mindset,25,"""How often do you share tips on how to handle change with your peers?"" "
Band 2A,Communication,Clarity & Influence,1,"""In group discussions, how often do you summarize key points so everyone aligns before moving on?"" "
Band 2A,Communication,Clarity & Influence,2,"""How often do you adjust your communication style depending on whether you’re speaking to peers, managers, or stakeholders?"" "
Band 2A,Communication,Clarity & Influence,3,"""When you notice confusion, how often do you restate the idea in simpler words for the group?"" "
Band 2A,Communication,Clarity & Influence,4,"""How often do you guide discussions back on track if they drift away from the goal?"" "
Band 2A,Communication,Clarity & Influence,5,"""How often do you take initiative to document and share next steps with the team after a discussion?"" "
Band 2A,Communication,Asking & Enabling Clarity,6,"""How often do you ask questions that help the whole team get clarity, not just yourself?"" "
Band 2A,Communication,Asking & Enabling Clarity,7,"""How often do you probe deeper by asking “what’s the impact” or “what problem are we solving”?"" "
Band 2A,Communication,Asking & Enabling Clarity,8,"""How often do you summarize another person’s idea to confirm everyone understood correctly?"" "
Band 2A,Communication,Asking & Enabling Clarity,9,"""How often do you step in to clarify when two people are talking past each other?"" "
Band 2A,Communication,Asking & Enabling Clarity,10,"""How often do you check that action points are understood by all, not only you?"" "
Band 2A,Communication,Listening & Inclusion,11,"""How often do you notice when quieter teammates are left out and invite them to share?"" "
Band 2A,Communication,Listening & Inclusion,12,"""When you disagree, how often do you listen fully before sharing your counter-view?"" "
Band 2A,Communication,Listening & Inclusion,13,"""How often do you encourage balanced airtime in meetings so no one dominates?"" "
Band 2A,Communication,Listening & Inclusion,14,"""How often do you paraphrase a peer’s input to show you’ve valued their perspective?"" "
Band 2A,Communication,Listening & Inclusion,15,"""In remote or hybrid calls, how often do you make sure off-site colleagues have a chance to speak first?"" "
Band 2A,Communication,Digital Etiquette & Alignment,16,"""How often do you summarize long chat threads for those who might have missed the context?"" "
Band 2A,Communication,Digital Etiquette & Alignment,17,"""How often do you use clear subjects, tags, and formatting to make your digital updates easy to scan?"" "
Band 2A,Communication,Digital Etiquette & Alignment,18,"""How often do you confirm receipt of important instructions with a quick “Acknowledged” or “Will do”?"" "
Band 2A,Communication,Digital Etiquette & Alignment,19,"""How often do you use shared docs or trackers to keep your progress visible to the whole group?"" "
Band 2A,Communication,Digital Etiquette & Alignment,20,"""How often do you clarify the ‘why’ behind a digital request so others don’t have to guess?"" "
Band 2A,Communication,Confidence & Role-Modeling,21,"""How often do you share your updates with a focus on results (Outcomes) rather than just tasks?"" "
Band 2A,Communication,Confidence & Role-Modeling,22,"""How often do you provide polite, constructive feedback to peers if communication breaks down?"" "
Band 2A,Communication,Confidence & Role-Modeling,23,"""How often do you represent your team’s progress confidently in larger group settings?"" "
Band 2A,Communication,Confidence & Role-Modeling,24,"""How often do you admit when you don’t have an answer and commit to finding it?"" "
Band 2A,Communication,Confidence & Role-Modeling,25,"""How often do you thank or acknowledge a teammate’s contribution publicly to build team morale?"" "
Band 2A,Problem Solving & Critical Thinking,Identifying & Framing Problems,1,"""In team meetings, how often do you raise issues clearly so others can understand the problem?"" "
Band 2A,Problem Solving & Critical Thinking,Identifying & Framing Problems,2,"""Before acting on a problem, how often do you ask clarifying questions to confirm the scope?"" "
Band 2A,Problem Solving & Critical Thinking,Identifying & Framing Problems,3,"""How often do you notice and point out recurring issues that affect multiple people or tasks?"" "
Band 2A,Problem Solving & Critical Thinking,Identifying & Framing Problems,4,"""When describing problems, how often do you separate what happened from why it happened?"" "
Band 2A,Problem Solving & Critical Thinking,Identifying & Framing Problems,5,"""How often do you record problems in a digital tracker, chat, or log for visibility?"" "
Band 2A,Problem Solving & Critical Thinking,Analyzing & Exploring Options,6,"""How often do you break larger issues into smaller, manageable parts for team clarity?"" "
Band 2A,Problem Solving & Critical Thinking,Analyzing & Exploring Options,7,"""When analysing problems, how often do you suggest at least two possible options instead of one?"" "
Band 2A,Problem Solving & Critical Thinking,Analyzing & Exploring Options,8,"""How often do you weigh impact vs. effort when comparing solutions?"" "
Band 2A,Problem Solving & Critical Thinking,Analyzing & Exploring Options,9,"""When explaining analysis, how often do you use simple lists or pros/cons for easy understanding?"" "
Band 2A,Problem Solving & Critical Thinking,Analyzing & Exploring Options,10,"""How often do you involve peers digitally (chat/docs/boards) to share options?"" "
Band 2A,Problem Solving & Critical Thinking,Suggesting Improvements,11,"""In team discussions, how often do you suggest small process improvements instead of just fixing issues?"" "
Band 2A,Problem Solving & Critical Thinking,Suggesting Improvements,12,"""How often do you bring examples of how others solved similar problems?"" "
Band 2A,Problem Solving & Critical Thinking,Suggesting Improvements,13,"""How often do you propose ideas that save time or reduce rework?"" "
Band 2A,Problem Solving & Critical Thinking,Suggesting Improvements,14,"""How often do you encourage teammates to also share their improvement ideas?"" "
Band 2A,Problem Solving & Critical Thinking,Suggesting Improvements,15,"""How often do you test a small fix first to see if it works before suggesting a big change?"" "
Band 2A,Problem Solving & Critical Thinking,Supporting Team Action,16,"""How often do you volunteer to help implement a solution once it’s agreed upon?"" "
Band 2A,Problem Solving & Critical Thinking,Supporting Team Action,17,"""How often do you help others understand the logic behind a team decision?"" "
Band 2A,Problem Solving & Critical Thinking,Supporting Team Action,18,"""When a solution fails, how often do you help the team pivot to the next best option?"" "
Band 2A,Problem Solving & Critical Thinking,Supporting Team Action,19,"""How often do you use digital tools to track if a solution is actually working?"" "
Band 2A,Problem Solving & Critical Thinking,Supporting Team Action,20,"""How often do you advocate for data-driven decisions during group brainstorming?"" "
Band 2A,Problem Solving & Critical Thinking,Reflection & Learning,21,"""How often do you ask, “What could we have done differently?” after a task is finished?"" "
Band 2A,Problem Solving & Critical Thinking,Reflection & Learning,22,"""How often do you share your troubleshooting tips in team chats or knowledge bases?"" "
Band 2A,Problem Solving & Critical Thinking,Reflection & Learning,23,"""How often do you update templates or guides to prevent common errors from recurring?"" "
Band 2A,Problem Solving & Critical Thinking,Reflection & Learning,24,"""How often do you reflect on the root causes of personal mistakes to avoid repeating them?"" "
Band 2A,Problem Solving & Critical Thinking,Reflection & Learning,25,"""How often do you celebrate successful problem-solving within the team?"" "
Band 2A,Teamwork & Collaboration,Building Team Alignment,1,"""How often do you help the team clarify shared goals at the start of a project/task?"" "
Band 2A,Teamwork & Collaboration,Building Team Alignment,2,"""How often do you ensure roles and responsibilities are clear within the team?"" "
Band 2A,Teamwork & Collaboration,Building Team Alignment,3,"""When priorities are unclear, how often do you facilitate group agreement on what comes first?"" "
Band 2A,Teamwork & Collaboration,Building Team Alignment,4,"""How often do you remind the team of upcoming deadlines and milestones to keep everyone aligned?"" "
Band 2A,Teamwork & Collaboration,Building Team Alignment,5,"""How often do you make team decisions visible digitally (e.g., updating a shared tracker or board)?"" "
Band 2A,Teamwork & Collaboration,Encouraging Contribution,6,"""How often do you actively invite quieter team members to share their input?"" "
Band 2A,Teamwork & Collaboration,Encouraging Contribution,7,"""When disagreements occur, how often do you mediate calmly to keep focus on the goal?"" "
Band 2A,Teamwork & Collaboration,Encouraging Contribution,8,"""How often do you ask open questions that help teammates share new ideas or solutions?"" "
Band 2A,Teamwork & Collaboration,Encouraging Contribution,9,"""When the team succeeds, how often do you share credit equally rather than highlighting only yourself?"" "
Band 2A,Teamwork & Collaboration,Encouraging Contribution,10,"""How often do you ensure workload is distributed fairly so no one feels left out or overloaded?"" "
Band 2A,Teamwork & Collaboration,Supporting Remote/Hybrid Teamwork,11,"""How often do you ensure remote or hybrid colleagues receive the same information as those onsite?"" "
Band 2A,Teamwork & Collaboration,Supporting Remote/Hybrid Teamwork,12,"""After meetings, how often do you summarize outcomes for those absent so no one is left behind?"" "
Band 2A,Teamwork & Collaboration,Supporting Remote/Hybrid Teamwork,13,"""How often do you use shared digital channels (Teams/Slack) to keep the team aligned?"" "
Band 2A,Teamwork & Collaboration,Supporting Remote/Hybrid Teamwork,14,"""How often do you make an effort to connect personally with remote teammates beyond just work tasks?"" "
Band 2A,Teamwork & Collaboration,Supporting Remote/Hybrid Teamwork,15,"""How often do you clarify ""who is doing what"" in digital trackers so everyone is accountable?"" "
Band 2A,Teamwork & Collaboration,Collaborative Problem Solving,16,"""During retrospectives, how often do you help the team identify patterns rather than individual mistakes?"" "
Band 2A,Teamwork & Collaboration,Collaborative Problem Solving,17,"""How often do you offer practical help to a teammate who is struggling with their part of a task?"" "
Band 2A,Teamwork & Collaboration,Collaborative Problem Solving,18,"""How often do you suggest ways to improve team communication based on recent friction?"" "
Band 2A,Teamwork & Collaboration,Collaborative Problem Solving,19,"""How often do you focus on the “team win” over personal recognition during high-pressure times?"" "
Band 2A,Teamwork & Collaboration,Collaborative Problem Solving,20,"""How often do you participate in team-building activities to strengthen professional trust?"" "
Band 2A,Teamwork & Collaboration,Modeling Team Trust,21,"""How often do you follow through on commitments made to peers without being reminded?"" "
Band 2A,Teamwork & Collaboration,Modeling Team Trust,22,"""How often do you speak positively about your teammates’ contributions to others?"" "
Band 2A,Teamwork & Collaboration,Modeling Team Trust,23,"""When you make a mistake affecting the team, how often do you admit it openly and quickly?"" "
Band 2A,Teamwork & Collaboration,Modeling Team Trust,24,"""How often do you respect diverse work styles and opinions within the group?"" "
Band 2A,Teamwork & Collaboration,Modeling Team Trust,25,"""How often do you celebrate small team wins as a way to maintain group morale?"" "
