Band,Competency,Sub_Section,Q.No,Question
Band 3A,Accountability & Ownership,Role-Modeling Ownership,23,"""How often do you admit team mistakes to stakeholders and present a recovery plan?"" "
Band 3A,Accountability & Ownership,Role-Modeling Ownership,24,"""How often do you inspire others by consistently meeting high-pressure commitments?"" "
Band 3A,Accountability & Ownership,Role-Modeling Ownership,25,"""How often do you reinforce a culture where people take ownership instead of making excuses?"" "
Band 3A,Teamwork & Collaboration,Facilitating Team Alignment,1,"""In team meetings, how often do you help set clear goals for the group?"" "
Band 3A,Teamwork & Collaboration,Facilitating Team Alignment,2,"""How often do you restate priorities so everyone understands what matters most?"" "
Band 3A,Teamwork & Collaboration,Facilitating Team Alignment,3,"""When tasks are unclear, how often do you clarify roles within the team?"" "
Band 3A,Teamwork & Collaboration,Facilitating Team Alignment,4,"""How often do you guide the team toward consensus on shared goals?"" "
Band 3A,Teamwork & Collaboration,Facilitating Team Alignment,5,"""How often do you ensure each member knows their contribution to the group outcome?"" "
Band 3A,Teamwork & Collaboration,Structured Practices,6,"""How often do you use tools (trackers, boards) to make team progress visible?"" "
Band 3A,Teamwork & Collaboration,Structured Practices,7,"""How often do you encourage teammates to document updates for group clarity?"" "
Band 3A,Teamwork & Collaboration,Structured Practices,8,"""When tasks are distributed, how often do you make sure responsibilities are fairly shared?"" "
Band 3A,Teamwork & Collaboration,Structured Practices,9,"""How often do you keep team discussions focused on decisions and actions?"" "
Band 3A,Teamwork & Collaboration,Structured Practices,10,"""How often do you check that commitments made in team meetings are tracked and followed up?"" "
Band 3A,Teamwork & Collaboration,Inclusion & Guidance,11,"""How often do you actively invite quieter teammates to share their views?"" "
Band 3A,Teamwork & Collaboration,Inclusion & Guidance,12,"""How often do you help a new or junior member contribute confidently in collaboration?"" "
Band 3A,Teamwork & Collaboration,Inclusion & Guidance,13,"""How often do you balance strong voices so others can be heard?"" "
Band 3A,Teamwork & Collaboration,Inclusion & Guidance,14,"""How often do you encourage diverse input from different skills within the team?"" "
Band 3A,Teamwork & Collaboration,Inclusion & Guidance,15,"""How often do you model inclusive behavior by acknowledging different perspectives?"" "
Band 3A,Teamwork & Collaboration,Conflict Resolution & Trust,16,"""How often do you step in to resolve minor disagreements before they escalate?"" "
Band 3A,Teamwork & Collaboration,Conflict Resolution & Trust,17,"""How often do you help the team focus on common goals when opinions clash?"" "
Band 3A,Teamwork & Collaboration,Conflict Resolution & Trust,18,"""How often do you admit when you are wrong to build trust within the group?"" "
Band 3A,Teamwork & Collaboration,Conflict Resolution & Trust,19,"""How often do you defend your teammates’ work or decisions in external discussions?"" "
Band 3A,Teamwork & Collaboration,Conflict Resolution & Trust,20,"""How often do you foster an environment where team members feel safe to share ideas?"" "
Band 3A,Teamwork & Collaboration,Delivering Collaboration,21,"""How often do you share your specialized knowledge to help the team succeed?"" "
Band 3A,Teamwork & Collaboration,Delivering Collaboration,22,"""How often do you coordinate with other teams to ensure your group’s work aligns with theirs?"" "
Band 3A,Teamwork & Collaboration,Delivering Collaboration,23,"""How often do you celebrate shared successes more than individual wins?"" "
Band 3A,Teamwork & Collaboration,Delivering Collaboration,24,"""How often do you proactively offer your time to support teammates with heavy workloads?"" "
Band 3A,Teamwork & Collaboration,Delivering Collaboration,25,"""How often do you drive the team to stay accountable to each other for the final result?"" "
Band 3A,Adaptability & Learning Agility,Adjusting to Change,1,"""When team priorities shift, how often do you help the group refocus quickly?"" "
Band 3A,Adaptability & Learning Agility,Adjusting to Change,2,"""How often do you stay calm and constructive when unexpected changes occur?"" "
Band 3A,Adaptability & Learning Agility,Adjusting to Change,3,"""How often do you adjust your work style when project conditions change?"" "
Band 3A,Adaptability & Learning Agility,Adjusting to Change,4,"""How often do you reassure teammates and help them adapt during shifts?"" "
Band 3A,Adaptability & Learning Agility,Adjusting to Change,5,"""How often do you turn uncertainty into an opportunity for learning?"" "
Band 3A,Adaptability & Learning Agility,Continuous Learning,6,"""How often do you proactively seek new knowledge or skills relevant to your role?"" "
Band 3A,Adaptability & Learning Agility,Continuous Learning,7,"""How often do you apply lessons from one project to a new situation?"" "
Band 3A,Adaptability & Learning Agility,Continuous Learning,8,"""How often do you share new knowledge with your team to help them adapt?"" "
Band 3A,Adaptability & Learning Agility,Continuous Learning,9,"""How often do you make real-time adjustments to your approach when a situation changes unexpectedly?"" "
Band 3A,Adaptability & Learning Agility,Continuous Learning,10,"""How often do you learn from observing how others adapt to challenges?"" "
Band 3A,Adaptability & Learning Agility,Experimenting & Innovating,11,"""How often do you suggest new approaches when old ones are not working?"" "
Band 3A,Adaptability & Learning Agility,Experimenting & Innovating,12,"""How often do you try pilot solutions before scaling them across the team?"" "
Band 3A,Adaptability & Learning Agility,Experimenting & Innovating,13,"""How often do you encourage teammates to test small improvements?"" "
Band 3A,Adaptability & Learning Agility,Experimenting & Innovating,14,"""How often do you learn from failed experiments instead of avoiding risk?"" "
Band 3A,Adaptability & Learning Agility,Experimenting & Innovating,15,"""How often do you adapt your methods to better suit different situations?"" "
Band 3A,Adaptability & Learning Agility,Flexibility in Collaboration,16,"""How often do you adjust your collaboration style depending on who you are working with?"" "
Band 3A,Adaptability & Learning Agility,Flexibility in Collaboration,17,"""How often do you remain open to different ways of reaching a team goal?"" "
Band 3A,Adaptability & Learning Agility,Flexibility in Collaboration,18,"""How often do you help the team integrate new tools or processes smoothly?"" "
Band 3A,Adaptability & Learning Agility,Flexibility in Collaboration,19,"""How often do you show flexibility when working with diverse perspectives in the group?"" "
Band 3A,Adaptability & Learning Agility,Flexibility in Collaboration,20,"""How often do you help the team stay productive despite frequent changes in requirements?"" "
Band 3A,Adaptability & Learning Agility,Resilience,21,"""How often do you lead the team in staying motivated during setbacks?"" "
Band 3A,Adaptability & Learning Agility,Resilience,22,"""How often do you treat feedback as growth fuel for yourself and the team?"" "
Band 3A,Adaptability & Learning Agility,Resilience,23,"""How often do you update your long-term approach based on changing environmental factors?"" "
Band 3A,Adaptability & Learning Agility,Resilience,24,"""How often do you encourage team persistence when faced with complex obstacles?"" "
Band 3A,Adaptability & Learning Agility,Resilience,25,"""How often do you show optimism and focus when navigating through uncertainty?"" "
Band 3A,Problem Solving & Critical Thinking,Defining Problems Clearly,1,"""How often do you help the team distinguish between symptoms and the actual root problem?"" "
Band 3A,Problem Solving & Critical Thinking,Defining Problems Clearly,2,"""When an issue arises, how often do you ask clarifying questions before suggesting solutions?"" "
Band 3A,Problem Solving & Critical Thinking,Defining Problems Clearly,3,"""How often do you break down complex issues into smaller, manageable parts for the team?"" "
Band 3A,Problem Solving & Critical Thinking,Defining Problems Clearly,4,"""In discussions, how often do you ensure the team agrees on what exactly needs solving?"" "
Band 3A,Problem Solving & Critical Thinking,Defining Problems Clearly,5,"""How often do you document the problem clearly before moving into solution mode?"" "
Band 3A,Problem Solving & Critical Thinking,Structured Analysis,6,"""How often do you apply simple tools (5 Whys, cause-effect) to analyze a problem?"" "
Band 3A,Problem Solving & Critical Thinking,Structured Analysis,7,"""How often do you compare data from multiple sources before concluding?"" "
Band 3A,Problem Solving & Critical Thinking,Structured Analysis,8,"""How often do you question assumptions behind team proposals?"" "
Band 3A,Problem Solving & Critical Thinking,Structured Analysis,9,"""How often do you highlight the short-term vs long-term impact of a solution?"" "
Band 3A,Problem Solving & Critical Thinking,Structured Analysis,10,"""How often do you back up your recommendations with facts or evidence?"" "
Band 3A,Problem Solving & Critical Thinking,Generating & Comparing Options,11,"""How often do you bring at least two different solutions for the team to consider?"" "
Band 3A,Problem Solving & Critical Thinking,Generating & Comparing Options,12,"""How often do you present pros and cons for each option discussed?"" "
Band 3A,Problem Solving & Critical Thinking,Generating & Comparing Options,13,"""How often do you actively invite team members to contribute ideas?"" "
Band 3A,Problem Solving & Critical Thinking,Generating & Comparing Options,14,"""How often do you challenge 'quick fixes' if they don’t solve the deeper issue?"" "
Band 3A,Problem Solving & Critical Thinking,Generating & Comparing Options,15,"""How often do you encourage creative or out-of-the-box suggestions within constraints?"" "
Band 3A,Problem Solving & Critical Thinking,Decision-Making & Execution,16,"""How often do you help the team reach a decision when there are conflicting ideas?"" "
Band 3A,Problem Solving & Critical Thinking,Decision-Making & Execution,17,"""How often do you evaluate the feasibility (time, cost, effort) of a solution before starting?"" "
Band 3A,Problem Solving & Critical Thinking,Decision-Making & Execution,18,"""How often do you ensure the chosen solution aligns with project goals?"" "
Band 3A,Problem Solving & Critical Thinking,Decision-Making & Execution,19,"""How often do you define clear success criteria for a solution before implementing it?"" "
Band 3A,Problem Solving & Critical Thinking,Decision-Making & Execution,20,"""How often do you monitor the results of a decision to see if it worked as expected?"" "
Band 3A,Problem Solving & Critical Thinking,Learning & Improving,21,"""How often do you conduct quick reviews to learn from recent team problems?"" "
Band 3A,Problem Solving & Critical Thinking,Learning & Improving,22,"""How often do you identify patterns in recurring team issues and suggest systemic fixes?"" "
Band 3A,Problem Solving & Critical Thinking,Learning & Improving,23,"""How often do you help teammates improve their own analytical or logic skills?"" "
Band 3A,Problem Solving & Critical Thinking,Learning & Improving,24,"""How often do you share 'lessons learned' from problems with other teams or peers?"" "
Band 3A,Problem Solving & Critical Thinking,Learning & Improving,25,"""How often do you encourage team reflection on how problem-solving processes can be improved?"" "
