Band,Competency,Sub_Section,Q.No,Question
Band 1B,Adaptability & Learning Agility,Openness to Learning,13,"""How often do you learn from mistakes and ensure they aren’t repeated?"""
Band 1B,Adaptability & Learning Agility,Openness to Learning,14,"""How often do you share new learnings or tips with your team?"""
Band 1B,Adaptability & Learning Agility,Openness to Learning,15,"""How often do you link new learning to improve ongoing tasks?"""
Band 1B,Adaptability & Learning Agility,Agility in Problems,16,"""How often do you stay calm and focused when unexpected problems arise?"""
Band 1B,Adaptability & Learning Agility,Agility in Problems,17,"""When blocked, how often do you look for workarounds while waiting for a fix?"""
Band 1B,Adaptability & Learning Agility,Agility in Problems,18,"""How often do you recover quickly from setbacks or failed attempts?"""
Band 1B,Adaptability & Learning Agility,Agility in Problems,19,"""How often do you identify positive opportunities within a difficult or changing situation?"""
Band 1B,Adaptability & Learning Agility,Agility in Problems,20,"""When a crisis occurs, how often do you communicate effectively to minimize confusion?"""
Band 1B,Adaptability & Learning Agility,Continuous Growth Mindset,21,"""How often do you set personal goals to learn skills that benefit the team?"""
Band 1B,Adaptability & Learning Agility,Continuous Growth Mindset,22,"""How often do you volunteer for stretch assignments to test your capabilities?"""
Band 1B,Adaptability & Learning Agility,Continuous Growth Mindset,23,"""How often do you reflect on your growth and adjust your learning path?"""
Band 1B,Adaptability & Learning Agility,Continuous Growth Mindset,24,"""How often do you stay updated on industry trends related to your role?"""
Band 1B,Adaptability & Learning Agility,Continuous Growth Mindset,25,"""How often do you actively participate in internal training or knowledge sharing sessions?"""
Band 1B,Problem Solving & Critical Thinking,Defining Problems,1,"""When given a problem, how often do you restate it in your own words to confirm alignment?"""
Band 1B,Problem Solving & Critical Thinking,Defining Problems,2,"""How often do you validate whether the stated objective links to the larger team or project goal?"""
Band 1B,Problem Solving & Critical Thinking,Defining Problems,3,"""How often do you distinguish between surface symptoms and the real root problem before acting?"""
Band 1B,Problem Solving & Critical Thinking,Defining Problems,4,"""How often do you check whether you have enough facts or data before deciding?"""
Band 1B,Problem Solving & Critical Thinking,Defining Problems,5,"""When a deliverable slips, how often do you frame it as a shared team problem instead of individual blame?"""
Band 1B,Problem Solving & Critical Thinking,Analyzing & Breaking Down,6,"""How often do you split a large task or problem into smaller, actionable parts?"""
Band 1B,Problem Solving & Critical Thinking,Analyzing & Breaking Down,7,"""How often do you use visual aids (lists, tables, task boards) to make analysis clearer?"""
Band 1B,Problem Solving & Critical Thinking,Analyzing & Breaking Down,8,"""How often do you compare multiple quality options before selecting one?"""
Band 1B,Problem Solving & Critical Thinking,Analyzing & Breaking Down,9,"""How often do you weigh effort vs. impact trade-offs to choose the most effective path?"""
Band 1B,Problem Solving & Critical Thinking,Analyzing & Breaking Down,10,"""How often do you question assumptions or data before accepting them?"""
Band 1B,Problem Solving & Critical Thinking,Generating Solutions,11,"""How often do you suggest more than one possible solution for a problem?"""
Band 1B,Problem Solving & Critical Thinking,Generating Solutions,12,"""When brainstorming, how often do you encourage teammates to contribute their ideas?"""
Band 1B,Problem Solving & Critical Thinking,Generating Solutions,13,"""How often do you adapt existing solutions to new contexts instead of reinventing from scratch?"""
Band 1B,Problem Solving & Critical Thinking,Generating Solutions,14,"""How often do you check feasibility (time, resources) before proposing a solution?"""
Band 1B,Problem Solving & Critical Thinking,Generating Solutions,15,"""How often do you think about how your solution might affect other parts of the project?"""
Band 1B,Problem Solving & Critical Thinking,Executing & Deciding,16,"""How often do you follow a logical plan when implementing a fix?"""
Band 1B,Problem Solving & Critical Thinking,Executing & Deciding,17,"""How often do you base your final choice on evidence or data rather than just 'gut feel'?"""
Band 1B,Problem Solving & Critical Thinking,Executing & Deciding,18,"""How often do you test your solution on a small scale before full application?"""
Band 1B,Problem Solving & Critical Thinking,Executing & Deciding,19,"""How often do you keep stakeholders updated while you are solving a problem?"""
Band 1B,Problem Solving & Critical Thinking,Executing & Deciding,20,"""How often do you adjust your solution quickly if the initial results are not as expected?"""
Band 1B,Problem Solving & Critical Thinking,Reflecting & Sharing,21,"""How often do you document what worked and what didn't after solving a problem?"""
Band 1B,Problem Solving & Critical Thinking,Reflecting & Sharing,22,"""How often do you review the outcome of a decision to see if it met the success criteria?"""
Band 1B,Problem Solving & Critical Thinking,Reflecting & Sharing,23,"""How often do you share 'how-to' tips or shortcuts in team channels?"""
Band 1B,Problem Solving & Critical Thinking,Reflecting & Sharing,24,"""How often do you analyze your own process to avoid repeating the same mistake twice?"""
Band 1B,Problem Solving & Critical Thinking,Reflecting & Sharing,25,"""How often do you update shared guides or checklists after finding a better way to do things?"""
Band 1B,Teamwork & Collaboration,Collaboration Mindset,1,"""How often do you prioritize team goals over personal convenience?"""
Band 1B,Teamwork & Collaboration,Collaboration Mindset,2,"""When workload feels uneven, how often do you volunteer to help balance it?"""
Band 1B,Teamwork & Collaboration,Collaboration Mindset,3,"""How often do you encourage peers to view challenges as 'our problem' instead of 'my problem'?"""
Band 1B,Teamwork & Collaboration,Collaboration Mindset,4,"""How often do you offer help to teammates without being asked?"""
Band 1B,Teamwork & Collaboration,Collaboration Mindset,5,"""How often do you show appreciation for collective achievements?"""
Band 1B,Teamwork & Collaboration,Cross-Team Coordination,6,"""How often do you share relevant updates or files with other teams on time?"""
Band 1B,Teamwork & Collaboration,Cross-Team Coordination,7,"""When inter-team dependencies arise, how often do you communicate blockers early?"""
Band 1B,Teamwork & Collaboration,Cross-Team Coordination,8,"""How often do you clarify roles and hand-offs during shared tasks?"""
Band 1B,Teamwork & Collaboration,Cross-Team Coordination,9,"""How often do you use shared tools or trackers to maintain visibility?"""
Band 1B,Teamwork & Collaboration,Cross-Team Coordination,10,"""When priorities differ, how often do you help align timelines or expectations?"""
Band 1B,Teamwork & Collaboration,Inclusion & Support,11,"""How often do you include quieter or remote colleagues in group discussions?"""
Band 1B,Teamwork & Collaboration,Inclusion & Support,12,"""How often do you guide new teammates on team processes or culture?"""
Band 1B,Teamwork & Collaboration,Inclusion & Support,13,"""How often do you recognize behind-the-scenes contributors (QA, Support, Ops)?"""
Band 1B,Teamwork & Collaboration,Inclusion & Support,14,"""How often do you adjust meeting facilitation so all voices are heard?"""
Band 1B,Teamwork & Collaboration,Inclusion & Support,15,"""How often do you check whether teammates have context and tools needed to contribute?"""
Band 1B,Teamwork & Collaboration,Conflict Resolution & Trust,16,"""How often do you sense tension early and raise it calmly?"""
Band 1B,Teamwork & Collaboration,Conflict Resolution & Trust,17,"""When peers disagree, how often do you clarify misunderstandings to help resolve it?"""
Band 1B,Teamwork & Collaboration,Conflict Resolution & Trust,18,"""How often do you focus on finding common ground rather than winning an argument?"""
Band 1B,Teamwork & Collaboration,Conflict Resolution & Trust,19,"""How often do you admit mistakes that affect the team to maintain trust?"""
Band 1B,Teamwork & Collaboration,Conflict Resolution & Trust,20,"""How often do you support team decisions even when you have a different preference?"""
Band 1B,Teamwork & Collaboration,Shared Accountability,21,"""How often do you keep commitments made to the group without being chased?"""
Band 1B,Teamwork & Collaboration,Shared Accountability,22,"""How often do you share your progress transparently so others can plan their work?"""
Band 1B,Teamwork & Collaboration,Shared Accountability,23,"""How often do you actively participate in team reviews or retrospectives?"""
Band 1B,Teamwork & Collaboration,Shared Accountability,24,"""How often do you help others stay on track to meet shared deadlines?"""
Band 1B,Teamwork & Collaboration,Shared Accountability,25,"""How often do you contribute to team bonding or building a positive morale?"""
Band 1B,Communication,Clarity & Expression,1,"""When explaining ideas, how often do you adapt language to match your listener’s level?"""
Band 1B,Communication,Clarity & Expression,2,"""How often do you summarize meetings with clear actions / next steps?"""
Band 1B,Communication,Clarity & Expression,3,"""How often do you check understanding by paraphrasing or asking follow-ups?"""
Band 1B,Communication,Clarity & Expression,4,"""How often do you use examples or data to make complex points clearer?"""
Band 1B,Communication,Clarity & Expression,5,"""How often do you share progress or issues proactively with your team?"""
Band 1B,Communication,Questioning & Clarification,6,"""When a requirement seems vague, how often do you ask probing questions?"""
Band 1B,Communication,Questioning & Clarification,7,"""How often do you restate agreements to confirm shared understanding?"""
Band 1B,Communication,Questioning & Clarification,8,"""How often do you clarify ambiguous instructions before starting?"""
Band 1B,Communication,Questioning & Clarification,9,"""When context is missing, how often do you ask for background details?"""
Band 1B,Communication,Questioning & Clarification,10,"""When priorities shift, how often do you re-confirm expectations and timelines?"""
Band 1B,Communication,Active Listening & Respect,11,"""How often do you listen fully before responding?"""
Band 1B,Communication,Active Listening & Respect,12,"""How often do you acknowledge others’ points before giving your view?"""
Band 1B,Communication,Active Listening & Respect,13,"""In disagreements, how often do you keep tone respectful and focus on issues not people?"""
Band 1B,Communication,Active Listening & Respect,14,"""How often do you invite quieter peers to share opinions?"""
Band 1B,Communication,Active Listening & Respect,15,"""How often do you link your responses to what others said to show attention?"""
Band 1B,Communication,Digital & Written Comm,16,"""How often do you use concise subject lines and headings in emails?"""
Band 1B,Communication,Digital & Written Comm,17,"""How often do you choose the most suitable channel (chat / mail / meeting)?"""
Band 1B,Communication,Digital & Written Comm,18,"""How often do you use bullet points or numbering to organize long messages?"""
Band 1B,Communication,Digital & Written Comm,19,"""How often do you respond quickly when tagged or mentioned in digital channels?"""
Band 1B,Communication,Digital & Written Comm,20,"""How often do you maintain professional etiquette in all digital communications?"""
Band 1B,Communication,Confidence & Feedback,21,"""How often do you share your opinions in meetings even if they are different?"""
Band 1B,Communication,Confidence & Feedback,22,"""How often do you request feedback on your communication style?"""
Band 1B,Communication,Confidence & Feedback,23,"""How often do you respond to feedback without being defensive?"""
Band 1B,Communication,Confidence & Feedback,24,"""How often do you offer constructive suggestions to teammates in a polite way?"""
Band 1B,Communication,Confidence & Feedback,25,"""How often do you speak confidently when presenting your work to stakeholders?"""
