Band,Competency,Sub_Section,Q.No,Question
Band 4B,Communication,Coaching & Culture,21,"""How often do you mentor juniors on how to frame emails or presentations for better impact?"" "
Band 4B,Communication,Coaching & Culture,22,"""How often do you encourage open debate in meetings to ensure all viewpoints are heard?"" "
Band 4B,Communication,Coaching & Culture,23,"""How often do you provide feedback to peers on their communication style to help them improve?"" "
Band 4B,Communication,Coaching & Culture,24,"""How often do you model transparent communication when sharing bad news or project delays?"" "
Band 4B,Communication,Coaching & Culture,25,"""How often do you celebrate team wins publicly to reinforce a positive communication culture?"" "
Band 4B,Accountability & Ownership,Commitment & Reliability,1,"""How often do you meet delivery commitments even when priorities shift?"" "
Band 4B,Accountability & Ownership,Commitment & Reliability,2,"""How often do you proactively inform stakeholders if a commitment is at risk?"" "
Band 4B,Accountability & Ownership,Commitment & Reliability,3,"""How often do you ensure visibility of progress and blockers through dashboards or reports?"" "
Band 4B,Accountability & Ownership,Commitment & Reliability,4,"""When assuming new responsibilities, how often do you negotiate realistic timelines before committing?"" "
Band 4B,Accountability & Ownership,Commitment & Reliability,5,"""How often do you ensure all meeting actions are completed without follow-up reminders?"" "
Band 4B,Accountability & Ownership,Owning Collective Results,6,"""How often do you take joint accountability for cross-functional results, not just your team’s tasks?"" "
Band 4B,Accountability & Ownership,Owning Collective Results,7,"""How often do you facilitate post-mortems that drive systemic improvement rather than individual blame?"" "
Band 4B,Accountability & Ownership,Owning Collective Results,8,"""How often do you enable alignment meetings when outcomes depend on multiple functions?"" "
Band 4B,Accountability & Ownership,Owning Collective Results,9,"""How often do you verify inter-team dependencies before they turn into delivery delays?"" "
Band 4B,Accountability & Ownership,Owning Collective Results,10,"""How often do you communicate shared responsibility clearly to internal or client stakeholders?"" "
Band 4B,Accountability & Ownership,Decision Integrity,11,"""How often do you make transparent decisions even under time pressure?"" "
Band 4B,Accountability & Ownership,Decision Integrity,12,"""How often do you take ownership of errors made under your supervision and correct them publicly?"" "
Band 4B,Accountability & Ownership,Decision Integrity,13,"""When commercial goals and compliance conflict, how often do you prioritize ethical/quality standards?"" "
Band 4B,Accountability & Ownership,Decision Integrity,14,"""How often do you document the 'why' behind critical decisions to ensure future accountability?"" "
Band 4B,Accountability & Ownership,Decision Integrity,15,"""How often do you stand by your team’s decisions even when faced with external pushback?"" "
Band 4B,Accountability & Ownership,Risk Ownership,16,"""How often do you identify potential delivery risks before they escalate?"" "
Band 4B,Accountability & Ownership,Risk Ownership,17,"""How often do you create contingency plans for high-stakes deliverables?"" "
Band 4B,Accountability & Ownership,Risk Ownership,18,"""When a risk materializes, how often do you focus on resolution over finding who to blame?"" "
Band 4B,Accountability & Ownership,Risk Ownership,19,"""How often do you advise clients or leaders on the long-term impact of current risks?"" "
Band 4B,Accountability & Ownership,Risk Ownership,20,"""How often do you create playbooks to ensure future ownership of recurring tasks?"" "
Band 4B,Accountability & Ownership,Empowerment & Trust,21,"""How often do you delegate tasks with the necessary support and authority to your team?"" "
Band 4B,Accountability & Ownership,Empowerment & Trust,22,"""How often do you recognize and reward ownership behavior in others?"" "
Band 4B,Accountability & Ownership,Empowerment & Trust,23,"""How often do you coach team members to think about the business impact of their individual work?"" "
Band 4B,Accountability & Ownership,Empowerment & Trust,24,"""How often do you address ownership failures constructively through immediate feedback?"" "
Band 4B,Accountability & Ownership,Empowerment & Trust,25,"""How often do you mentor junior employees to take ownership of their professional growth?"" "
Band 4B,Teamwork & Collaboration,Cross-Functional Partnerships,1,"""When initiating joint work with another function, how often do you clarify shared goals and success metrics?"" "
Band 4B,Teamwork & Collaboration,Cross-Functional Partnerships,2,"""How often do you plan communication flows between functions to avoid misalignment?"" "
Band 4B,Teamwork & Collaboration,Cross-Functional Partnerships,3,"""How often do you share background context so partner teams understand the “why” behind decisions?"" "
Band 4B,Teamwork & Collaboration,Cross-Functional Partnerships,4,"""When projects involve clients or vendors, how often do you proactively align internal and external expectations before execution?"" "
Band 4B,Teamwork & Collaboration,Cross-Functional Partnerships,5,"""When priorities clash between teams, how often do you facilitate a mutual agreement that benefits both sides instead of escalating?"" "
Band 4B,Teamwork & Collaboration,Conflict Resolution,6,"""How often do you begin discussions with facts and data before opinions?"" "
Band 4B,Teamwork & Collaboration,Conflict Resolution,7,"""How often do you stay neutral and focus on issues rather than personalities?"" "
Band 4B,Teamwork & Collaboration,Conflict Resolution,8,"""How often do you turn disagreement into collaboration by clarifying shared goals?"" "
Band 4B,Teamwork & Collaboration,Conflict Resolution,9,"""In multi-vendor projects, how often do you mediate conflicting interests so deliverables stay on track?"" "
Band 4B,Teamwork & Collaboration,Conflict Resolution,10,"""How often do you document agreements and follow up to ensure lasting resolution?"" "
Band 4B,Teamwork & Collaboration,Influence & Trust,11,"""How often do you gain co-operation from teams without formal authority?"" "
Band 4B,Teamwork & Collaboration,Influence & Trust,12,"""How often do you deliver on commitments to reinforce cross-team trust?"" "
Band 4B,Teamwork & Collaboration,Influence & Trust,13,"""How often do you acknowledge the contributions of partner teams in project success?"" "
Band 4B,Teamwork & Collaboration,Influence & Trust,14,"""When a partner team struggles, how often do you offer support rather than criticizing their performance?"" "
Band 4B,Teamwork & Collaboration,Influence & Trust,15,"""How often do you use your network to solve blockers that impact multiple teams?"" "
Band 4B,Teamwork & Collaboration,Hybrid Collaboration,16,"""How often do you use digital tools (Slack, Jira, Teams) to keep asynchronous progress visible to everyone?"" "
Band 4B,Teamwork & Collaboration,Hybrid Collaboration,17,"""How often do you ensure remote or distributed team members are actively included in decision-making?"" "
Band 4B,Teamwork & Collaboration,Hybrid Collaboration,18,"""How often do you set clear norms for response times and meeting etiquette in hybrid settings?"" "
Band 4B,Teamwork & Collaboration,Hybrid Collaboration,19,"""When collaborating virtually, how often do you use video or clarifying summaries to reduce ambiguity?"" "
Band 4B,Teamwork & Collaboration,Hybrid Collaboration,20,"""How often do you facilitate virtual bonding or knowledge-sharing sessions to maintain team cohesion?"" "
Band 4B,Teamwork & Collaboration,Coaching Culture,21,"""How often do you coach others on how to negotiate for shared resources?"" "
Band 4B,Teamwork & Collaboration,Coaching Culture,22,"""How often do you provide feedback to peers on their collaborative behaviors?"" "
Band 4B,Teamwork & Collaboration,Coaching Culture,23,"""How often do you help new hires navigate the organizational network to build their own partnerships?"" "
Band 4B,Teamwork & Collaboration,Coaching Culture,24,"""How often do you share 'lessons learned' about collaboration with the wider organization?"" "
Band 4B,Teamwork & Collaboration,Coaching Culture,25,"""How often do you advocate for joint training or cross-functional learning initiatives?"" "
Band 4B,Adaptability & Learning Agility,Change Anticipation,1,"""How often do you scan client, market, or technology trends to foresee shifts that could impact your projects?"" "
Band 4B,Adaptability & Learning Agility,Change Anticipation,2,"""When organizational change is announced, how often do you translate what it means and why it matters for your team?"" "
Band 4B,Adaptability & Learning Agility,Change Anticipation,3,"""How often do you frame upcoming changes as opportunities for improvement rather than threats?"" "
Band 4B,Adaptability & Learning Agility,Change Anticipation,4,"""When ambiguity arises, how often do you clarify what’s known, what’s uncertain, and what comes next to reduce confusion?"" "
Band 4B,Adaptability & Learning Agility,Change Anticipation,5,"""How often do you proactively brief peers or clients on possible changes before official communication?"" "
Band 4B,Adaptability & Learning Agility,Learning Culture,6,"""How often do you create space for your team to try new ideas or pilot small process improvements?"" "
Band 4B,Adaptability & Learning Agility,Learning Culture,7,"""When a pilot fails, how often do you help the team capture lessons instead of assigning blame?"" "
Band 4B,Adaptability & Learning Agility,Learning Culture,8,"""How often do you share insights or results from experiments with other functions for learning reuse?"" "
Band 4B,Adaptability & Learning Agility,Learning Culture,9,"""How often do you encourage peer-to-peer learning or mini retrospectives after major deliverables?"" "
Band 4B,Adaptability & Learning Agility,Learning Culture,10,"""How often do you measure the results of learning (e.g., faster adoption, improved quality, reduced errors)?"" "
Band 4B,Adaptability & Learning Agility,Flexibility,11,"""When priorities change mid-project, how often do you realign goals while maintaining team morale?"" "
Band 4B,Adaptability & Learning Agility,Flexibility,12,"""How often do you adjust your leadership or communication style based on the specific needs of a team or client?"" "
Band 4B,Adaptability & Learning Agility,Flexibility,13,"""How often do you support your team in letting go of old processes that no longer add value?"" "
Band 4B,Adaptability & Learning Agility,Flexibility,14,"""When faced with resource constraints, how often do you find creative ways to achieve the same objective?"" "
Band 4B,Adaptability & Learning Agility,Flexibility,15,"""How often do you pivot your strategy based on objective data even if it contradicts your original plan?"" "
Band 4B,Adaptability & Learning Agility,Resilience,16,"""How often do you help your team maintain focus and energy during high-pressure or long-term transitions?"" "
Band 4B,Adaptability & Learning Agility,Resilience,17,"""When setbacks occur, how often do you quickly shift the team’s focus from ‘what went wrong’ to ‘what’s the next move’?"" "
Band 4B,Adaptability & Learning Agility,Resilience,18,"""How often do you model a calm and constructive attitude during unexpected crises?"" "
Band 4B,Adaptability & Learning Agility,Resilience,19,"""How often do you check in on the team’s well-being during periods of significant change?"" "
Band 4B,Adaptability & Learning Agility,Resilience,20,"""How often do you seek personal feedback on how you are leading through change?"" "
Band 4B,Adaptability & Learning Agility,Cross-Learning,21,"""How often do you learn from client or vendor practices to improve your own team’s agility?"" "
Band 4B,Adaptability & Learning Agility,Cross-Learning,22,"""How often do you coach individuals to move outside their comfort zones to learn new skills?"" "
Band 4B,Adaptability & Learning Agility,Cross-Learning,23,"""How often do you enable cross-functional shadowing or rotations to build organizational knowledge?"" "
Band 4B,Adaptability & Learning Agility,Cross-Learning,24,"""How often do you document and institutionalize 'best practices' from successful adaptations?"" "
Band 4B,Adaptability & Learning Agility,Cross-Learning,25,"""How often do you advocate for investment in new tools or skills that increase long-term flexibility?"" "
Band 4B,Problem Solving & Critical Thinking,Problem Framing,1,"""When a cross-department issue arises, how often do you first restate the core problem so all teams agree on what’s being solved?"" "
Band 4B,Problem Solving & Critical Thinking,Problem Framing,2,"""How often do you involve client or vendor partners to understand how their priorities affect the problem definition?"" "
Band 4B,Problem Solving & Critical Thinking,Problem Framing,3,"""How often do you link each problem to a specific business metric (e.g., customer NPS, cost, cycle time)?"" "
Band 4B,Problem Solving & Critical Thinking,Problem Framing,4,"""How often do you differentiate between symptoms and root causes before suggesting solutions?"" "
Band 4B,Problem Solving & Critical Thinking,Problem Framing,5,"""How often do you facilitate alignment sessions so stakeholders converge on a single definition of success?"" "
Band 4B,Problem Solving & Critical Thinking,Data-Driven Analysis,6,"""How often do you use dashboards or datasets to identify patterns instead of relying on opinions?"" "
Band 4B,Problem Solving & Critical Thinking,Data-Driven Analysis,7,"""How often do you quantify an issue’s scale (% defects, downtime, cost impact) before acting?"" "
Band 4B,Problem Solving & Critical Thinking,Data-Driven Analysis,8,"""When data is incomplete, how often do you run small-scale tests to validate assumptions?"" "
Band 4B,Problem Solving & Critical Thinking,Data-Driven Analysis,9,"""How often do you coach teams to read and interpret data collectively?"" "
Band 4B,Problem Solving & Critical Thinking,Data-Driven Analysis,10,"""How often do you use trend insights to predict and mitigate emerging risks?"" "
Band 4B,Problem Solving & Critical Thinking,Decision-Making,11,"""How often do you present multiple solution paths with pros/cons and impact analysis to leaders?"" "
Band 4B,Problem Solving & Critical Thinking,Decision-Making,12,"""How often do you apply transparent criteria (cost, time, quality) to rank potential solutions?"" "
Band 4B,Problem Solving & Critical Thinking,Decision-Making,13,"""When a quick fix is available, how often do you evaluate its long-term technical or business debt?"" "
Band 4B,Problem Solving & Critical Thinking,Decision-Making,14,"""How often do you make timely decisions even with 70–80% information to avoid analysis paralysis?"" "
Band 4B,Problem Solving & Critical Thinking,Decision-Making,15,"""How often do you take ownership of the risks associated with a chosen solution?"" "
Band 4B,Problem Solving & Critical Thinking,Risk & Contingency,16,"""How often do you perform ‘pre-mortems’ to identify what might fail before a project starts?"" "
Band 4B,Problem Solving & Critical Thinking,Risk & Contingency,17,"""How often do you design Plan B/C for critical path deliverables?"" "
Band 4B,Problem Solving & Critical Thinking,Risk & Contingency,18,"""When a solution fails, how often do you pivot quickly to a pre-defined contingency plan?"" "
Band 4B,Problem Solving & Critical Thinking,Risk & Contingency,19,"""How often do you communicate the 'acceptable risks' of a project to clients or senior management?"" "
Band 4B,Problem Solving & Critical Thinking,Risk & Contingency,20,"""How often do you use risk matrices or impact/effort grids to prioritize problems?"" "
Band 4B,Problem Solving & Critical Thinking,Coaching & Improvement,21,"""How often do you use RCA (Root Cause Analysis) tools like 5-Whys or Fishbone in team reviews?"" "
Band 4B,Problem Solving & Critical Thinking,Coaching & Improvement,22,"""How often do you share success stories of how a complex problem was solved with the wider organization?"" "
Band 4B,Problem Solving & Critical Thinking,Coaching & Improvement,23,"""How often do you conduct post-mortems after projects to capture systemic improvements?"" "
Band 4B,Problem Solving & Critical Thinking,Coaching & Improvement,24,"""How often do you challenge processes that allow the same problems to recur?"" "
Band 4B,Problem Solving & Critical Thinking,Coaching & Improvement,25,"""How often do you mentor others on how to use data to tell a persuasive story for their solutions?"" "
