Band,Competency,Sub_Section,Q.No,Question
Band 1A,Communication,Asking Questions & Clarifying,6,"""Before starting a task, how often do you ask at least one clarifying question?"" "
Band 1A,Communication,Asking Questions & Clarifying,7,"""When receiving instructions, how often do you confirm by saying “So the deadline is Friday, right?”"" "
Band 1A,Communication,Asking Questions & Clarifying,8,"""If two people give different directions, how often do you check which one to follow?"" "
Band 1A,Communication,Asking Questions & Clarifying,9,"""When requirements are explained, how often do you note down key points?"" "
Band 1A,Communication,Asking Questions & Clarifying,10,"""In meetings, how often do you ask “Can you give me an example?” if something is unclear?"" "
Band 1A,Communication,Listening & Respect,11,"""How often do you wait for others to finish speaking before you start?"" "
Band 1A,Communication,Listening & Respect,12,"""In calls, how often do you show you’re listening (e.g., nodding or saying “I see”)?"" "
Band 1A,Communication,Listening & Respect,13,"""How often do you repeat back what you heard to make sure you understood correctly?"" "
Band 1A,Communication,Listening & Respect,14,"""When someone is presenting, how often do you give them your full attention?"" "
Band 1A,Communication,Listening & Respect,15,"""How often do you ask “Does that make sense?” to check if others understand you?"" "
Band 1A,Communication,Digital Etiquette,16,"""How often do you start messages with a professional greeting (e.g., “Hi [Name]”)?"" "
Band 1A,Communication,Digital Etiquette,17,"""When finishing a conversation on chat, how often do you say “Thanks” or “Understood”?"" "
Band 1A,Communication,Digital Etiquette,18,"""How often do you use bullet points to make long messages easier to read?"" "
Band 1A,Communication,Digital Etiquette,19,"""Before tagging many people, how often do you check if the message is relevant to them?"" "
Band 1A,Communication,Digital Etiquette,20,"""How often do you avoid using all CAPS or too many emojis in professional chats?"" "
Band 1A,Communication,Confidence & Feedback,21,"""How often do you speak up when you have a question, even in front of seniors?"" "
Band 1A,Communication,Confidence & Feedback,22,"""When you receive feedback, how often do you say “Thank you, I’ll work on that”?"" "
Band 1A,Communication,Confidence & Feedback,23,"""How often do you share a positive thought about a colleague’s work?"" "
Band 1A,Communication,Confidence & Feedback,24,"""How often do you ask “How can I improve?” after a task or project?"" "
Band 1A,Communication,Confidence & Feedback,25,"""How often do you feel confident when explaining your work to your teammates?"" "
